ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
16575,CS,9999,025,IND,"1 - 12","Samira Khan","TBA","","Dissertation","",Open,0,30,0
17196,CS,9999,026,IND,"1 - 12","Tom Fletcher","TBA","","Dissertation","",Open,0,30,0
16621,CS,9999,027,IND,"1 - 12","Haiying Shen","TBA","","Dissertation","",Open,0,30,0
16628,CS,9999,028,IND,"1 - 12","Lu Feng","TBA","","Dissertation","",Open,0,30,0
16644,CS,9999,029,IND,"1 - 12","Brad Campbell","TBA","","Dissertation","",Open,0,30,0
17209,CS,9999,030,IND,"1 - 12","Miaomiao Zhang","TBA","","Dissertation","",Open,0,30,0
17322,CS,9999,031,IND,"1 - 12","Hyojoon Kim","TBA","","Dissertation","",Open,0,30,0
17329,CS,9999,032,IND,"1 - 12","Yue Cheng","TBA","","Dissertation","",Open,0,30,0
17356,CS,9999,033,IND,"1 - 12","Adwait Jog","TBA","","Dissertation","",Open,0,30,0
17357,CS,9999,034,IND,"1 - 12","Judy Fox","TBA","","Dissertation","",Open,0,30,0
17358,CS,9999,035,IND,"1 - 12","Sandhya Dwarkadas","TBA","","Dissertation","",Open,0,30,0
17359,CS,9999,036,IND,"1 - 12","Tianhao Wang","TBA","","Dissertation","",Open,0,30,0
17360,CS,9999,037,IND,"1 - 12","Yen-Ling Kuo","TBA","","Dissertation","",Open,0,30,0
17361,CS,9999,038,IND,"1 - 12","Wei-Kai Lin","TBA","","Dissertation","",Open,0,30,0
17362,CS,9999,039,IND,"1 - 12","Chang Lou","TBA","","Dissertation","",Open,0,30,0
17363,CS,9999,040,IND,"1 - 12","Ferdinando Fioretto","TBA","","Dissertation","",Open,0,30,0
17364,CS,9999,041,IND,"1 - 12","Chen-Yu Wei","TBA","","Dissertation","",Open,0,30,0
17667,CS,9999,042,IND,"1 - 12","Henry Kautz","TBA","","Dissertation","",Open,0,30,0
17701,CS,9999,043,IND,"1 - 12","Chen Chen","TBA","","Dissertation","",Open,0,30,0
17713,CS,9999,044,IND,"1 - 12","Afsaneh Doryab","TBA","","Dissertation","",Open,0,30,0
17737,CS,9999,045,IND,"1 - 12","Zezhou Cheng","TBA","","Dissertation","",Open,0,30,0
17740,CS,9999,046,IND,"1 - 12","Wenxi Wang","TBA","","Dissertation","",Open,0,30,0
17742,CS,9999,047,IND,"1 - 12","Rohan Chandra","TBA","","Dissertation","",Open,0,30,0
17745,CS,9999,048,IND,"1 - 12","Hadi Daneshmand","TBA","","Dissertation","",Open,0,30,0
17750,CS,9999,049,IND,"1 - 12","Matheus Xavier Ferreira","TBA","","Dissertation","",Open,0,30,0
17753,CS,9999,050,IND,"1 - 12","Jing Yang","TBA","","Dissertation","",Open,0,30,0
