ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
11436,MATH,1220,200,Lecture,"3","Yangxiao Luo, -","TuTh 12:30pm - 1:45pm","","A Survey of Calculus II","",Open,34,36,0
20389,MATH,1220,210,SPS,"0","Yangxiao Luo","Th 7:00pm - 9:00pm","","A Survey of Calculus II","",Open,34,36,0
11071,MATH,1220,300,Lecture,"3","Maximiliano Sanchez Garza, -","TuTh 2:00pm - 3:15pm","","A Survey of Calculus II","",Open,33,36,0
20390,MATH,1220,310,SPS,"0","Maximiliano Sanchez Garza","Th 7:00pm - 9:00pm","","A Survey of Calculus II","",Open,33,36,0
19573,MATH,1220,400,Lecture,"3","Brianna Kurtz","MoWe 2:00pm - 3:15pm","","A Survey of Calculus II","",Closed,36,36,0
20391,MATH,1220,410,SPS,"0","Brianna Kurtz","Th 7:00pm - 9:00pm","","A Survey of Calculus II","",Closed,36,36,0
10222,MATH,1310,100,Lecture,"4","Astrid Lilly, -","TuTh 5:00pm - 6:15pm","","Calculus I","",Open,24,28,0
10228,MATH,1310,101,Discussion,"0","Astrid Lilly","Fr 12:00pm - 12:50pm","","Calculus I","",Open,24,28,0
20347,MATH,1310,110,SPS,"0","Astrid Lilly","Th 7:00pm - 9:00pm","","Calculus I","",Open,24,30,0
10223,MATH,1310,200,Lecture,"4","Aaratrick Basu, -","TuTh 9:30am - 10:45am","","Calculus I","",Open,26,28,0
10231,MATH,1310,201,Discussion,"0","Aaratrick Basu","Fr 10:00am - 10:50am","","Calculus I","",Open,26,28,0
20348,MATH,1310,210,SPS,"0","Aaratrick Basu","Th 7:00pm - 9:00pm","","Calculus I","",Open,26,30,0
10224,MATH,1310,300,Lecture,"4","Yizhen Li, -","MoWe 5:00pm - 6:15pm","","Calculus I","",Open,12,28,0
10229,MATH,1310,301,Discussion,"0","Yizhen Li","Th 5:00pm - 5:50pm","","Calculus I","",Open,12,28,0
