ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
15027,MAE,9999,026,IND,"1 - 12","Haibo Dong","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,4,30,0
15058,MAE,9999,027,IND,"1 - 12","Xiaodong Li","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,6,30,0
15392,MAE,9999,028,IND,"1 - 12","Roger Fittro","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,0,30,0
15109,MAE,9999,029,IND,"1 - 12","Baoxing Xu","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,3,30,0
15134,MAE,9999,030,IND,"1 - 12","Xiaodong Li","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,3,30,0
15301,MAE,9999,031,IND,"1 - 12","Shawn Russell","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,1,30,0
15314,MAE,9999,032,IND,"1 - 12","Daniel Quinn","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,0,30,0
15464,MAE,9999,033,IND,"1 - 12","Melur Ramasubramanian","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,1,30,0
15547,MAE,9999,034,IND,"1 - 12","Tomonari Furukawa","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,2,30,0
15568,MAE,9999,035,IND,"1 - 12","Cody Fleming","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,0,30,0
15714,MAE,9999,036,IND,"1 - 12","Elizabeth Opila","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,0,30,0
15754,MAE,9999,037,IND,"1 - 12","Sarah Sun","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,7,30,0
16062,MAE,9999,038,IND,"1 - 12","Thomas Ward","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,1,30,0
16063,MAE,9999,039,IND,"1 - 12","Xinfeng Gao","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,2,30,0
16129,MAE,9999,040,IND,"1 - 12","Frank Lagor","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,2,30,0
16133,MAE,9999,041,IND,"1 - 12","Jason Forman","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,8,30,0
16352,MAE,9999,042,IND,"1 - 12","Peter Griffiths","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,0,30,0
16354,MAE,9999,043,IND,"1 - 12","Toni Tang","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,1,30,0
21346,MAE,9999,044,IND,"1 - 12","D Keller","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,1,30,0
21523,MAE,9999,045,IND,"1 - 12","Bronislaw Gepner","TBA","","Dissertation Research, Mechanical and Aerospace Engineering","",Open,3,30,0
